id,spoken_words
24351,It doesn't matter what happened a thousand years ago. For Carl Carlson's honor has been redeemed by the deeds of Carl Carlson.
24352,"And when he brings a six-pack to my house, he doesn't take the extras home with him. Carl Carlson leaves them in the fridge."
24353,"Aww... thanks, Flanders. Gotta warn ya, he doesn't talk much."
24354,We don't get together to share our emotions. We get together to escape them.
24355,"Okay everyone, get ready to see your brand new..."
24356,...keg-pools!
24357,"Fine, I'm going home."
24358,"And we're more in love than ever. In your face, people who said it wouldn't last a year!"
24359,Better clean that off.
24360,"You have a great day, ma'am."
24361,He's not your daddy.
24362,I'll teach you to speak in complete sentences.
24363,"But first, m'lady, let me escort you to Heaven -- the fancy Swiss chocolate store on level three!"
24364,"Just call me Borders Books, 'cause I'll always be here."
24365,"Yep, we've got something money can't buy - love on a train. And I promise each anniversary will be better and better..."
24366,But somehow our anniversaries didn't get better than that first one on the train.
24367,"Yeah, just like we did with Bart. Anyway, this year I'm gonna recreate our magical first anniversary, ending with a romantic ride on that..."
24368,Why are you taking away the train?
24369,"Kids, I've only had three great ideas: marrying your mother, using a hot dog as a straw, and this romantic train ride anniversary. Sir, I need this train!"
24370,She won't see it like this. I'll make this train look as beautiful as it did when this mall was young.
24371,You stay away from my kids unless you're driving them to school!
24372,"Oh, we're still on for tomorrow night."
24373,"Hey, what could be cooler than a choo-choo with lollipops on it?"
24374,"Shake it off kids, they're just jealous!"
24375,There's no such place!
24376,Uh... anniversary? That comin' up?
24377,"Marge, I am focused on this like a laser. ""Laser."" That's a funny word. It's just ""loser"" with an ""a."" And speaking of losers, I've lost my train of thought. Oh, and speaking of trains, wait till you see--"
24378,The surprise is safe! The expression on her face will be priceless!
24379,Currently: zero.
24380,"Don't worry, Moe. When Marge is asleep, I'll sneak back."
24381,"Hey, those Yelp reviews don't write themselves. Did you know a well-placed one star can destroy a mom and pop hardware in nothing flat?"
24382,"Thinking is your department, jerk! That's what I pay you in beer for!"
24383,What? Where're your going? I--
24384,"Um, Marge, I have to go."
24385,What train?
24386,All worth it for Marge!
24387,I'VE BEEN WORKIN' ON THE RAILROAD...
24388,Because it's in the public domain?
24389,"Oh, uh, I'd better take this. Y'see, Moe's been depressed and needs to hear a friendly voice. Why the hell are you calling me at home, you moron?!"
24390,"All right, all right, I'll be right there!"
24391,"Boy, oh boy!"
24392,"Marge, I threw my back out. Can you please refill this prescription right away?"
24393,It's in Drugtown. Not the nice part.
24394,"And what better way to spend it than commemorating the glorious words you spoke ten years ago: ""for worse."""
24395,"It's working. She's gone! All right, everyone, magically appear!"
24396,"Wow, Moe. Great shrub costume."
24397,"You guys are the best. I just want you to know when I'm holding Marge in my arms tonight, I'll be thinking of all of you."
24398,You think we'll last twenty-five years?
24399,Hall and Oates? What's going on here?!
24400,Costume drama or naughty comedy?
24401,"You just dodged a bullet, Mister Sugarpants."
24402,"My only secrets are my marathon time isn't four twenty-six, it's never; I often go online to see how Lindsay Wagner's looking now - fabulous; and I once pushed a kid off a swing and he broke his wrist or something. But it's no secret how much I love my Margie."
24403,Honey... just what was going on with you and that guy?
24404,"Oh baby, that's all I needed to hear."
24405,How did we get here?
24406,BUT WHEN MARGE WENT BOO HOO / I WAS BUILDING A CHOO-CHOO...
24407,YOU DESERVE WHAT YOU GET...
24408,"Okay. I'm ready for the Nuclear Workers Convention! It's a little sad. The guys who did the funny skit last year well, they're all very sick."
24409,"Even better, I never unpacked from the time we went to Hawaii."
24410,"Ooh, my lava's almost cooled!"
24411,A whole weekend away from my family. I can't believe I have to miss taking the kids to buy gym uniforms. Send me a picture?
24412,"Now look guys, we are here for one important reason: to get free swag."
24413,SWAG! I'M GONNA GRAB FOREVER / STUFF THAT I REALLY DON'T NEED / SWAG!
24414,I'M GONNA HAVE FORTY KEY CHAINS! / AND I DON'T EVEN HAVE FORTY KEYS! / SWAG!
24415,"MORE FREE STUFF, MORE FREE STUFF, MORE FREE STUFF, MORE FREE STUFF..."
24416,"MORE FREE STUFF, MORE FREE STUFF, MORE FREE STUFF..."
24417,I still haven't forgiven you for putting that dead goat in my bed!
24418,"I'll kill you, you son of a--"
24419,To texting!
24420,"Hello, everyone."
24421,"I overslept, lost my cell phone, missed my flight."
24422,All the payphones at the airport were replaced by self-serve yogurt. I had all the cookie dough toppings a man could want.
24423,"Yes, back to normal."
24424,"They're called ""Superoos,"" son. With pictures of the cast of ""The Expendables""."
24425,That kind of small scale violence solves nothing.
24426,"Uh, I'll pass on the pork."
24427,"I'll just enjoy these green beans with slivered almonds. Mmm, so slivered."
24428,A napkin.
24429,Can I just get a glass of water?
24430,"Marge, I changed in Boise. I'm not sure a man who eats right and doesn't drink can be good in bed."
24431,You're so beautiful when I cut you off in the middle of a question.
24432,Moving my body.
24433,How y'all doin'?
24434,"If you are a cat, prove it. Do you hate Mondays like Garfield?"
24435,And do you love lasagna... like me?
24436,Okay then.
24437,"Hanging up the receiver, eh?"
24438,How much did you say?
24439,So I heard half of nothing.
24440,Lisa. I'll miss you when this is all over.
24441,This conversation.
24442,See you on the other side.
24443,Of the house. Where the fireplace is. We're toasting marshmallows. Marshmallows.
24444,Okay.
24445,What was the first one again?
24446,"Hey, I'm the one in bed with two beautiful women."
24447,In a breaking and entering kind of way.
24448,"Let's just say I've got to get to work on time. And if you knew me, you'd know just how odd that sounds."
24449,No one.
24450,HEERE'S THE CLIMAX
24451,WHAT EVERYTHING'S BEEN BUILDING TOOOO /
24452,HOPE IT PAYS OFF FOR YOUUU...
24453,Weird thing under a tarp.
24454,You laugh now but you won't be laughing soon.
24455,How'd you get in here?
24456,I'm not blowing up the plant. Just harmlessly stopping it from doing more damage to Mother Earth.
24457,"Yes, my terrorist masters are always talking about you, Lisa."
24458,"I missed my flight so I got in a van...with some eco-friendly activists. They wanted gas, grass or ass and brother, I had the ass."
24459,They taught me something I found shocking: pigs aren't happy to be made into pork chops. This t-shirt lied to me!
24460,And they also gave me an alcohol detox.
24461,I've been listening to this song for three days and it's only the end of the first verse!
24462,"Lisa, I've never prayed to a city in my life, and if I did, it would be Hershey, Pennsylvania. I was kneeling on the Affirmation Rug they gave me."
24463,See?
24464,"Ow, this rug is hard on my knees. Ow, this rug is hard on my knees. Ow, this rug is hard on my knees."
24465,"Lisa, the most horrible truth of all is the plant where I work poisons our water and our air."
24466,"Aw, sweetie, you've told me a thousand things a million times. Even with a brain the size of a dinosaur's, I couldn't take that in."
24467,"Anyhoo, this canister is full of spoiled milk and utility-grade chicken."
24468,Both sold to me by Apu this morning.
24469,"When I release it into the A. C. system, it'll stink up the plant forever."
24470,Just like when I smell up the toilet.
24471,"Hey, hey, it's not what you think, Lou. Lou! Lou! Lou! Lu-lu-lu-lu-lu-lu-lu-lu!"
24472,We sure did.
24473,"No, I was just up late watching a movie. Something with... William Holden and--"
24474,A beer from the sky! It's a sign!
24475,Shut up.
24476,Why you little... I'll teach you to make medical history!
24477,Oops.
24478,All good.
24479,"Hey boy, since you don't need a bedroom any more, I finally get my man cave."
24480,Man cave! Everyone's welcome to my man cave!
24481,"Great... oh, and I have this ""two heads for one"" coupon."
24482,How 'bout this one?
24483,One random disorder free with every schizophrenia.
24484,Should've chopped off Bart's head long ago.
24485,"Ooh, mix-ins!"
24486,Son-of-a!
24487,THIS IS THE SONG THAT YOU HEAR AT THE CIRCUS / SUNG BY A GUY THAT YOU SEE AT THE CIRCUS...
24488,"Marge! Get away from those freaks! You belong to me! The dumb, hairless brute!"
24489,Taste the strength of your fiancé!
24490,"Marge, they knew what they were getting into when their parents sold them to the circus."
24491,With an emerald that big I could buy anything -- a jalopy! An icebox! A steamer trunk full of fedoras! But how do I get my hands on it?
24492,"I'm an idiot! Of course! I get Marge to marry Moe, then I kill Moe, then she gets the ring, then I marry her, and the ring is mine. And the brilliance of my plan is its simplicity!"
24493,You're gonna be sorry you said that.
24494,"Hey Marge, you wanna marry Moe?"
24495,The poor lonely fellow is about to die.
24496,"Let me worry about how. But you know, you could make his last day a happy one. And the ring is just the icing on the cake."
24497,The ring that'll get me outta this lousy circus and into a good circus. Now let's get you married.
24498,"But won't you be jealous, my love?"
24499,"Dear, I am not the jealous type. And from you, I have learned to feel compassion for these disgustos."
24500,Ho ho ho! A very small time!
24501,"Those are strange things to say, but a wedding is no place to worry about threats from the bride's former lover. Now, the toast..."
24502,"To you, Marge. Now you are one of us."
24503,One of us! Gooble goo!
24504,"Trying to kill Moe so we'll get his emerald. By the way, I haven't checked, but emeralds are valuable, right?"
24505,"Strong man, Moe may be ugly on the outside, but inside, you are the true monster. Leave my trailer forever!"
24506,"You're rejecting me? But I'm in the best shape anyone is, in the nineteen thirties."
24507,What the hell does gooble goo mean?
24508,"You killed Burnsum? Now who is gonna say ""Step right up""?"
24509,This is exactly why circus attendance is plummeting!
24510,"...and that, kids, is how I met your mother."
24511,People called him the sixth Simpson. Not sure why.
24512,GET DOWN / EVERYBODY'S GONNA LEAVE THEIR SEAT
24513,"Man, this is the weirdest pregnancy craving ever."
24514,Overstay my welcome for forty years?
24515,I'm thinking about it!
24516,That's the coolest bowling ball I've ever seen.
24517,"Hello, Bear Stearns? I'd like to sell all my Apple stock so I can buy a fancy bowling ball. You heard me. Technology is a fad. Heavy blue balls are the future."
24518,You cost me a piece of all of that!
24519,"Aw, don't cry."
24520,I'll bet a rich man like you has no regrets at all.
24521,You misheard that on purpose!
24522,"Um... it says I should give you ""lumbar support."" Better go to the lumberyard..."
24523,"Hey book, are you expecting this?"
24524,And while I'm at it... burn dumb helpful books!
24525,That is a good fire.
24526,We've had some good times.
24527,And you sat on the gas pedal when my foot fell asleep. So I'm gettin' you shined up nice.
24528,What the?
24529,I think I just might have what you're looking for.
24530,Today I'm glad that I sold that stock.
24531,Why does everyone know?!
24532,My boy's okay!
24533,And together we are.
24534,"I'll handle this. ""Dear Weirdo, pick up weirdo kid."" And send."
24535,What the?! If this kid's Dad isn't here in one second he's going in the garbage can.
24536,"Once again, cats have it better."
24537,"Look at me, I'm afraid of dying!"
24538,"NO DREAM WILL COME TRUE,"
24539,YOU ONLY LIVE ONCE.
24540,I'm tired of livin' once.
24541,"Marge, if you don't mind, I'm gonna quit complaining about my life and start wallowing in the past."
24542,My old pen pal from Spain. Eduardo.
24543,"Back in fifth grade, you either had to write to a foreigner or a prisoner. I picked a foreigner because the prisoners wrote back too fast. We'd write each other with our dreams of the future..."
24544,I was gonna be King of Cheeseburger Mountain. Did I change or did they stop making mountains out of cheeseburgers? Probably a little bit of both.
24545,So sad.
24546,"If you're my wife's secret lover, come in. There's nothing I can do for her anymore."
24547,Eduardo?! Is it really you? why are you here?
24548,I'm Homer Simpson!
24549,I wish.
24550,"Buenos dias, Eduardo. Can you write back and tell me what that means?"
24551,"What happened to us, Eduardo? We had so many things we were going to do."
24552,"Yeah, well listen, pal. I have my treasure: my wife and my children."
24553,Do you have a disrespectful son who calls you by your first name?
24554,"Did you just fart, sir."
24555,Really? Now? I have two pizzas coming. I wanted to see who would get here first.
24556,Why are you doing this? Wait. Are you in love with me?
24557,Woo-hoo! I'm an attractive concept like Liberty!
24558,One more ride?
24559,"I don't know what it is about having all my dreams fulfilled, but I feel great."
24560,That doesn't sound happy.
24561,"Mmm, melon collie."
24562,"Well, what was your childhood dream?"
24563,Let's do it.
24564,We do that every night! Come on! Jump on the bed!
24565,Eduardo. I haven't felt this good in years. You're like the Tooth Fairy except you don't collect human bones.
24566,"So that's it? All my dreams, lived?"
24567,"Well, we've gotta do it! I never leave a job unfinished. It's as true now as that week I worked on the high school yearbook. So much infighting. I had to get outta there!"
24568,The editor put in like six pictures of this girl 'cause she was his girlfriend.
24569,"Um, actually, my hero was the actress who provided Rocky's voice, June Foray. A true legend in the voiceover community. I'm just gonna stay on the plane and think about her influence."
24570,Okay.
24571,I'm doing it! I'm flying like the squirrel I always knew I was.
24572,"Ooh, indigo!"
24573,"Majestic eagle... just like me, unashamed of his baldness."
24574,So beautiful.
24575,"Aw, he probably sees a mouse he wants to tear in half."
24576,Stupid tallest building in Springfield!
24577,"Son, it was so beautiful! I went faster than the speed of sound."
24578,"No matter what, Homer Simpson has done it. And soon I hope I remember who Homer Simpson is and his relationship to me. But I have no regrets. In fact, all this has given me a sense of calm I've never had before."
24579,Can you give me the morphine forever?
24580,Eduardo? Eduardo! Eduardo!
24581,Oh. It was all just a dream.
24582,Oh yeah. Great. Um... Do I drop you at the curb or do I have to park and walk you in?
24583,"No time for breakfast, Marge. Just give me a banana."
24584,"Now, listen... I have to work late tonight."
24585,It's a tough economy. Money doesn't grow on trees.
24586,It grows on threes!
24587,"Nice sunglasses, Lenny."
24588,"I'd better call it a night, guys. I don't want to take any more of your money."
24589,"Who's president now, Alexander Hamilton?"
24590,"Timing the elevators, eh? Smart."
24591,"Okay, okay, no worries."
24592,What the?
24593,Everyone has a cellphone. Mine's at home.
24594,"Everything will be fine... um... Oh you, uh, you like movies? This reminds me of that scene in ""Alien."""
24595,The scene where she escapes with the cat at the end.
24596,"Oh, he was just here."
24597,You like lies? Here's a few: college is expensive but it's worth it...
24598,"Okay Homer, remember your Lamaze training..."
24599,"Yeah, wow, that does feel good. Oh no, I think it's coming. I haven't even picked a name yet!"
24600,"No, I didn't!"
24601,"Um... I don't know how to tell you this, but your baby doesn't have any legs--"
24602,"Oh! Oh wait, there's more!"
24603,"It's a dude! And he's uncut! Very Euro! Now, hug your mommy."
24604,"For unto you is born this day, in this elevator, inspected in August 2009, a baby."
24605,"Yeah, that guy didn't even look over once."
24606,Miraculous.
24607,Mothers are so awesome.
24608,"Good game, everyone. I never dreamed a night where you'd discovered I was cheating and beat the crap outta me could end on such an up note."
24609,"Hey, Gretchen!"
24610,Good as new. And thanks for loaning me your sweater for the ride home. It may be a little stretched out.
24611,"Wow. So now there's two things named after me -- a baby, and a law banning air horns after three a.m."
24612,"Aw, that's sweet."
24613,"Um, hey... I was just driving by... with some baby stuff we didn't need and uh...here's some diapers Maggie's too big for, an incredible educational toy I forgot to give Bart..."
24614,"Wow, I'd love to help, but I did kind of have plans for tonight..."
24615,I think I'll be good tonight and stay in with you.
24616,Where's Hoju? Where's Hoju? Where's Hoju?!
24617,Where's Hoju? Where's Hojuuu?!
24618,Kids blow up so fast.
24619,"Oh, no, I'm shopping for Homer Junior, a baby I delivered in an elevator the night I pretended to go to work but was really playing poker!"
24620,"Oh, yes, I am shopping for Maggie, our baby together, so this looks perfectly innocent."
24621,"Oh, you know how the first few weeks are: sleep deprived, walking around in a fog..."
24622,"Um, November."
24623,Excuse me.
24624,Oh baby!
24625,"Oh baby, shake it! Homer like!"
24626,"Shake it! Now, roll over on your tummy, just like I taught you."
24627,Tell me what a cow says!
24628,My other baby mama!
24629,"Marge, it's not what you think!"
24630,"Oh, it's cool. We did it in an elevator."
24631,"But you're also the housekeeper, so it's all good."
24632,I haven't had a drink for a week.
24633,It's true. Even the other guy in the elevator. He's right here.
24634,"Goodbye, Homer Junior. I guess you're the man of the house now. And never forget, even though the mortgage is due on the first you can usually wait till the seventeenth."
24635,Exactly. You always said charity begins at home -- but not which home.
24636,And now to sing you a lullaby my father sung to me:
24637,"SLEEP, SLEEP SLEEP SLEEP / SLEEP SLEEP / SLEEP, SLEEP SLEEP SLEEP SLEEP SLEEP!"
24638,"Oh man, I really overdid it tonight."
24639,"No. I'm exhausted from ""Head, Shoulders, Knees and Toes. Knees and toes."" It's the ""toes"" that get ya, Marge. It's the toes..."
24640,"Way ahead of you, Marge. I am taking all four of my kids to the zoo tomorrow."
24641,Yes. We'll be back by three. Homer has a very tight nap schedule.
24642,I was talking about myself in the third person.
24643,"I wanted you all to be happy together, so I brought you to the zoo where all the animals live in harmony."
24644,"Hey, oh oh oh! Now Maggie, we don't hurt each other in this family."
24645,"Why you little... I'll give you a goodnight kiss you'll never forget! C'mere, you!"
24646,Can I just say goodbye to him quick?
24647,"Okay, I know what'll cheer you kids up. Seeing me out-monkey the monkeys."
24648,I have a soul and you guys don't!
24649,Look! Shiny keys! Jingle jangle!
24650,Stupid monkeys.
24651,"I'm sorry, Homer Junior. You'll occupy an idealized place in my heart that no one can never quite fill."
24652,"Okay, I've got to impart all my fatherly advice in this one walk. The sky is blue, but no one really knows why. Don't believe what they tell you. Girls are great and terrible at the same time. Get used to it. And, most importantly-- Oops, we're here. You'll have to figure it out on your own."
24653,"Sorry, little fella. One day I'll be that guy who comes to your wedding, makes you feel a little weird, and then runs away."
24654,Woo hoo! Who's Chase?
24655,You didn't tell me he was a soldier.
24656,"Um, he likes it if you tickle his toes."
24657,But n-n-n-nurture...
24658,"I guess this is it, little guy."
24659,The most beautiful words a father can hear.
24660,Oh.
24661,I do.
24662,"Hi Maggie, if you could talk, I know you'd have a few choice words for me."
24663,You want me to take care of your dolly?
24664,That's the sweetest thing any baby has ever done for me.
24665,"Hey, what's this marching band have to do with Homer Junior? What? There were cheerleaders in our house? And nobody told me?"
24666,"Ooh, spaghetti."
24667,"Y'ello! Lisa, you got a call from someone named Isabel."
24668,"May I ask what this is regarding? Oooh, a budding new friendship? Oooh! Boy, how come you can't get a new friend?"
24669,"All right, eighties party! Where's the beef? Tear down that wall! Because I think the beef is behind that wall!"
24670,"Now get up here, boy! We're gonna do the Super Bowl Shuffle."
24671,Fine. You're Mike Singletary. Enjoy your mediocre coaching career.
24672,MY NAME IS HOMER / I'M A REAL FULL BACK / GONNA RUN THAT BALL / DON'T WANT NO FLACK...
24673,Why you little--
24674,You used to be fun.
24675,That's our girl.
24676,What your mother is trying to say is we don't think you can be good that long.
24677,What your mother is trying to say is--
24678,"Get real, ding dong! You've already done so much bad stuff, Skinner's never going to let you on that boat."
24679,"Marge, I love Bart as much as you do but actually not. And that kid cannot go one week without getting in trouble. Now if you'd be so kind as to start my car for me, I'm going to Moe's."
24680,Ooh! Thank you.
24681,What the?
24682,Come on.
24683,"Hello, boy. At times like this there's not much you can say... especially if you don't know what happened..."
24684,"Really? Hey, I bet that submarine isn't so fun anyway."
24685,"As I always say, don't get mad, get dinner. Then get even. With Skinner."
24686,Yes. What's Skinner's weakness?
24687,Good. We can use that.
24688,"Wait a minute... I knew you were a neat freak, Skinner. But you beat your rug till it bleeds?"
24689,"Well, I'm sure our town's police force will handle this competently."
24690,Let me handle things. Just go upstairs and shut the door. There are some things only a boy should see.
24691,"Just call me ""The Cleaner."""
24692,The deed is done.
24693,"Look, you kill them, I get rid of them. That's always been our deal. But I do have one question: do you want the head?"
24694,Well if you change your mind it'll be in my freezer. But only for a week. Got a lot of ice cream comin' in.
24695,"Now, I'm afraid it's time to start your new life. You'll be hunted... on the run... searching for the man who killed your mother, which is you. So avoid mirrors."
24696,"Sorry, but Dick Fiddler is allergic to potatoes."
24697,Someday I may have to fake my own death. And maybe you can help me with that.
24698,"Someday soon. As in, what are you doing this Friday?"
24699,Dick Fiddler!
24700,"You know, when you glare like that you look really beautiful."
24701,"Marge, to that I say boo, humbug."
24702,"Global Warming, huh? By pure coincidence, every scientist was right!"
24703,Snow?! Snow!!!
24704,"Oh, you know what this means, kids?"
24705,I don't have to pick up the dog poops!
24706,"Oh good. Marge remarried after I died. Wait a minute, I'm not dead. What's goin' on?"
24707,Uh-uh! No way! I'm not sharing my bed with anybody except you! And maybe that guy. Lincoln-style. But that's it.
24708,"Oh, I don't know. It won't seem like Christmas without opening up a giant credit card bill in January."
24709,"What the-- ""The Simpson Bed and Breakfast?"" I always wanted to stay in a place like this!"
24710,But Christmas is a special time. And I like to spend it in the warm embrace of watching football.
24711,"Well, this crazy scheme is the kind of impulsive behavior I want to encourage in you. I'm in. A hundred percent!"
24712,I'm on a break.
24713,Fine. I'll drink alone.
24714,The secret is don't read the comment cards.
24715,I thought they were just gonna watch me.
24716,"Ho, ho, ho!"
24717,The pillow acted as a girdle.
24718,You got me weed?
24719,"That's great, sweetie. After all that time and hard work, I'll have... radishes?! It's the most hated part of salad, which is the most hated part of dinner! Radishes. Nothing but radishes."
24720,What? I'm saving them from the struggle of life.
24721,Vegetables?!
24722,"Shut up, Flanders!"
24723,"Oh right, we're still doing that."
24724,"Come on, I'll drive you to the airport."
24725,"Where are my keys? Oh, right here."
24726,"Oh, boy. Monday morning chit chat at the water cooler. The only reason to have done stuff over the weekend."
24727,"Wait, you guys saw the new Radioactive Man sequel?"
24728,Stop talking! I haven't seen it yet!
24729,But what if I want some cooled water?
24730,"They're talking about the movie! Hurry up, you idiot! No, no, don't stop! I'm sorry I got mad. I'll do that thing you like."
24731,AMAZING GRACE / HOW LOUD I SING / TO DROWN THE SPOILERS OUT... shut up. Shut up. Shut up!
24732,"Okay, I've gotta go see the Radioactive Man movie before it gets totally ruined for me."
24733,"If you all go, then I have to pay for a babysitter!"
24734,Emily-Beth? We can't afford Emily-Beth! She brings her own puppets!
24735,"Bye bye, money!"
24736,"Two adults, two kids, and one senior with the mind of a baby so he should be free."
24737,"More snip, less lip."
24738,"All right, movie, you better be worth it."
24739,The motorcycle dudes are chicks!
24740,I wonder what else is chicks?
24741,"Hey... they tricked us! That's a commercial! If I wanted to pay for commercials I can't skip, I'd sign up for Hulu Plus!"
24742,You're shushing me! This guy's on his cell phone! She's texting! He's sexting! And that guy brought a baby to a nine o'clock movie!
24743,"What happened to the movies? First they got worse than TV, and now this!"
24744,Illegally download it? Is that legal?
24745,"Wow, that was easy! All I had to do was click on--"
24746,"Bless you, boy. That was the greatest thing I've seen on a computer that I can talk about with you in the room. How did you know how to do that?"
24747,"Guys, guys, I saw the Radioactive Man movie! Here's my ten favorite scenes from worst to best -- number ten: when what's his name did that stuff with those dudes. Number nine--"
24748,Shut up shut up shut up!
24749,Theaters? All I need to see this movie is a laptop and a website based in a country that's really just an offshore oil platform. Care to join me?
24750,"Gentlemen, I am inspired to create a theater for the people -- an experience free of all the nuisances and gouging of modern day movie-going!"
24751,And best of all... we'll never have to sit through another annoying commercial again!
24752,"Welcome to ""Cinema Pirate-diso."" Tonight's movie is ""Life is Funny,"" directed by Judd Apatow. It's based on his life, starring his family, and adlibbed by his friends. So for the next three and a half hours, enjoy!"
24753,"I live it, he writes it."
24754,"Well, what'd you think?"
24755,"Let me? Uh, sweetheart, I downloaded it off the internet... illegally."
24756,Why should a regular guy like me have to spend fifteen bucks a ticket so studios can pay huge salaries to the Air Buds and Ray Liottas of the world?
24757,"I now present, direct from the computer of an angry editor at a special effects house, ""Cosmic Wars Episode Seven""."
24758,"Ooo, mastermind."
24759,One of you turned me in? Who was it?
24760,You!
24761,"Superintendent Chalmers, you never forgave me for that time we wore the same Hawaiian shirt to that luau!"
24762,"Baby, promise me you'll find out who turned me in!"
24763,It's probably someone I would never suspect! Never suspect!
24764,Your moans of sympathy are all I have!
24765,Whoever did this will be haunted by unbearable guilt forever!
24766,Forever!
24767,What are you guys in for?
24768,Movie piracy.
24769,Woo hoo!
24770,"I can't go back to jail! There's no shampoo, just soap!"
24771,"Yeah, and why don't they make a sequel to ""Taken"" where the ""Hangover"" guys get taken and the only ones that can rescue them is ""Fast and Furious."""
24772,Consulate.
24773,"Consulates are regional offices, which serve the embassy in the capital."
24774,Thank you so much for sticking with me through all this. You're the greatest wife in the world.
24775,You? How could you? You're my own flesh and blood!
24776,"Have you forgotten what you promised at our wedding -- to love and cherish, to aid and abet?"
24777,Well you did. And they got laughs. Solid laughs.
24778,All I ever had was you looking out for me. I've got nothin' now.
24779,No.
24780,"You know what, Judge Apatow... I do have something to say. These movie people may say I'm a pirate. But I'm just a man. A man who loved Hollywood too much. So I made my own rules, and fought the big guys who tried to destroy my way of life."
24781,At first my wife didn't believe in me. Maybe we forgot why we fell in love in the first place.
24782,"But when times seemed darkest, one minute ago, she was there, and gave me the strength and courage to fight for what I believe in."
24783,"One family, against all odds, took on the system... and lost."
24784,I'll sign with whoever can convince Channing Tatum to gain the most weight to play me.
24785,What the hell is all this?!
24786,You're pirating my movie?
24787,The hell you are! Piracy is stealing! You're taking money out of my family's mouths.
24788,"Oh that's Hollywood fantasy. We live in the real world, where I have something called ""prof-it par-ti-ci-pa-tion""."
24789,Now all of you go see my movie in the theater the day it opens! No bargain matinees!
24790,And tell your friends it was great! Buy the stuff they advertise in the commercials before it.
24791,Homer in the movie wears Ask Body Spray and so should you. Don't ask! Do smell!
24792,Up bup bup bup bup! What have we learned about not blindly supporting our husband?
24793,What?
24794,"And miss the back half of Jimmy Kimmel? That's when he experiments, boy."
24795,Yes I have! After the Oscars when he forces you!
24796,"C'mon, buddy. I gotta get home and climb into bed with my loving wife."
24797,Marge and I get along perfect. We're like George Burns and John Denver.
24798,"Man, carrying these kids is hard on my back."
24799,And now to Moe's.
24800,Bart! Your comic vendor's here!
24801,I will help you. As long as our bellies never touch again like they are right now.
24802,But why pick me?
24803,Aka ni taishte burei da! Yogore o yaburu!
24804,Honki da yo?!
24805,"Not garbage, Americana."
24806,"We've talked about this, Marge. The hammock is a chore-free zone."
24807,Not a word.
24808,"You're Kumiko's father? Welcome, sensei!"
24809,"I know, Mr. Sparkle."
24810,I get that a lot too.
24811,"Okay, she moved in with her boyfriend. Well, he's not a boy. He's immature, but fat and old."
24812,I didn't tell you about the basement.
24813,"No, discipline would imply I'm trying to make him better... so, are you married?"
24814,Now that's disgusting. Wine made of rice?
24815,Why didn't I stop with the snake wine? Why did I drink the fish wine?
24816,What's going on here?
24817,Why you slimy little...!?
24818,As long as we keep drinking this.
24819,GLOWING RODS / GLOWING RODS / IT'S MAKING ME / WEAK AND DIZZY...
24820,Who told you that?
24821,I hope it's better than last year's lousy gift.
24822,Glasses! Call Lenny!
24823,"Lenny! It's me, Homer!"
24824,Really? Don't you ever look up at the sky?
24825,I'm watching videos of idiots wearing these glasses and not paying attention to the world around them.
24826,Look at these jerks.
24827,"I'll let you try them on, right after I decide if these videos are ""Funny Or Die"". Funny, funny, die, die, funny, funny but the guy died..."
24828,"Now, a simple Sunday drive will reveal the hidden wonders of our hometown!"
24829,Woo-hoo!
24830,"Springfield City Hall was built for the Spencer Tracy movie ""Meet Me At City Hall"". It was just a flat wall with nothing behind it for thirty years..."
24831,The rearview mirror was invented in nineteen eleven for just this reason...
24832,"As early as eighteen fifty-nine, ""shut up"" was used to shut up..."
24833,"Glasses, direct me to the nicest restaurant I can afford."
24834,"That's it, I'm taking you off."
24835,Reality!
24836,"Okay, let's see what we've got here."
24837,"Squeeze here. Rotate there. Pause for sweet talk. Oh glasses, you're so wonderful."
24838,Where's my money?
24839,But the avatar looks just like you!
24840,"Glasses, find me a great gift for my wife. Under five dollars."
24841,"Glasses, take me two minutes back in time."
24842,Marge...
24843,About the glasses...
24844,"I'm really sorry, and..."
24845,Only five pancakes? You're trying to kill me!
24846,"Look, honey, I know these glasses are a radical new technology and should be worn in moderation. Isn't that right, glasses?"
24847,"Anyway, I'm giving them up... ...to whoever dares take them."
24848,"Hey, everybody!"
24849,"Carl, it's me! I'm here! Really here!"
24850,Ow!
24851,Stop!
24852,Wait!
24853,What! No one can live in a non-augmented reality! I need another pair of glasses!
24854,"Um, Mr. Burns, sir? Can I get another pair of glasses? Maybe two pair. One for the beach house. Can I also get a beach house? Two beach houses..."
24855,Monitors?!
24856,What the-- Burns gave us those glasses so he could spy on us!
24857,This is a violation of our human rights.
24858,"Okay, so let's see what we can see!"
24859,"Solitaire, top hats on eBay, Angry Birds fan fiction...guy doing really easy crossword puzzle...Lenny doing Carl's clown makeup."
24860,...someone's actually working...
24861,Maggie?!
24862,"Awww... Wait a minute... since Marge is wearing my glasses, I can see everything she sees. Uh-uh, I shouldn't watch this."
24863,Wait a minute. Marge said we were out of ice cream.
24864,What else is Marge hiding from me?
24865,Is she having an affair?
24866,Why isn't she having an affair?
24867,Mr. Burns!
24868,"Marge, that's a compact-only space!"
24869,"Well, who knew you were such a rebel? Now, let's learn more about my wife's secret life. Secrets which can only be good."
24870,Marge is in therapy?
